Data,Period,Organisation unit,Value
kuxcnLoB85c,201710,ldTs7l4tu6V,20.0
vOaRpiWvl2K,201804,SiFad15yKhZ,499.0
VRD05emEwOF,201803,TleFOlpaRAp,38.0
OKXUzudHulV,201602,iE17KE2PvJf,473.0
HIfJ6JvWQmQ,201404,La4FiUTG0Ed,150.0
smag5V5gz0s,201807,RPNI2yciVPb,100.0
whXQzFlRT37,201805,ikFfiR1TblB,973.0
kuxcnLoB85c,201507,ZwfQDUAuF1E,20.0
HIfJ6JvWQmQ,201401,yeGUcHoOF0W,180.0
whXQzFlRT37,201804,q6NwSRm7CoV,324.0
byrpD40AkQG,201706,CXAJP0JoCDZ,140.0
AMVejJGpKI9,201506,r7pU4IuyIJF,10.0
odmSZSezPsY,201809,uECirbmK3vj,100.0
kuxcnLoB85c,201710,CXAJP0JoCDZ,40.0
HIfJ6JvWQmQ,201401,rKoTTNZLKaN,20.0
HIfJ6JvWQmQ,201412,lqUH9qJYc2r,200.0
XkemTADiLv4,201606,NBZfDf5Rag9,30.0
HIfJ6JvWQmQ,201810,xuVsQTby6uM,40.0
odmSZSezPsY,201707,oiQrJMqWJQ6,110.0
VRD05emEwOF,201506,UdcrfRV5diV,61.0
oACe0uiAmnT,201502,SKJI5xtKLmd,435.0
odmSZSezPsY,201807,H7UhEhDlhvD,60.0
smag5V5gz0s,201809,uECirbmK3vj,70.0
VRD05emEwOF,201406,jLbIZHuRAYh,78.0
OKXUzudHulV,201402,uAmB8MLWUbq,59.0
VRD05emEwOF,201508,xpXgPL892GT,40.0
XkemTADiLv4,201804,wgWlZhxXfS5,50.0
odmSZSezPsY,201510,Udaaomim77o,20.0
BkGKNzv3Vn6,201508,NvLvW1v4MWY,60.0
byrpD40AkQG,201608,RyzLT9D4nQ6,20.0
BQeaCpVaUYB,201501,NvLvW1v4MWY,20.0
smag5V5gz0s,201804,ZqmBdrwI59g,120.0
Gk6WlfVitbC,201409,R6tG0IzAhpv,100.0
vOaRpiWvl2K,201512,Wl8S53qfNST,18.0
AMVejJGpKI9,201801,wPQb02U3UHx,70.0
HIfJ6JvWQmQ,201702,RUBAdXhzucO,40.0
VRD05emEwOF,201708,tU13hbRnCGc,96.0
g2ZhqF3DKMx,201812,SfTrvW441Q0,100.0
HIfJ6JvWQmQ,201709,ZqmBdrwI59g,200.0
kuxcnLoB85c,201801,rKoTTNZLKaN,20.0
kuxcnLoB85c,201406,XNmQ1GcM53S,30.0
XkemTADiLv4,201602,jqLcZtIyJim,20.0
kuxcnLoB85c,201407,zqmymbY6VTU,78.0
vOaRpiWvl2K,201410,XNmQ1GcM53S,432.0
oACe0uiAmnT,201509,AcjY7Ic6kUU,496.0
whXQzFlRT37,201810,d23ZMyDAOEE,18.0
byrpD40AkQG,201605,wPQb02U3UHx,30.0
XkemTADiLv4,201606,SKJI5xtKLmd,16.0
XkemTADiLv4,201802,TleFOlpaRAp,40.0
kuxcnLoB85c,201508,IKdUHYliWr5,140.0
smag5V5gz0s,201408,XNmQ1GcM53S,40.0
BQeaCpVaUYB,201805,GVj7FwVVJW5,4.0
BkGKNzv3Vn6,201806,iSzLcFdtWbX,100.0
OKXUzudHulV,201505,xpXgPL892GT,185.0
Gk6WlfVitbC,201809,ZqmBdrwI59g,50.0
s5PaJNvYa6i,201802,jLbIZHuRAYh,60.0
vOaRpiWvl2K,201403,R6tG0IzAhpv,364.0
VRD05emEwOF,201701,FVZSGQeGAWy,44.0
iIlheePZjCc,201803,VI8FnbLBPDD,80.0
VRD05emEwOF,201805,CXAJP0JoCDZ,50.0
d8MsenqQaMv,201809,mrRGRJwEwUm,120.0
AMVejJGpKI9,201902,CXAJP0JoCDZ,30.0
d8MsenqQaMv,201811,TleFOlpaRAp,120.0
byrpD40AkQG,201710,NBZfDf5Rag9,100.0
BQeaCpVaUYB,201503,La4FiUTG0Ed,32.0
whXQzFlRT37,201412,jLbIZHuRAYh,20.0
whXQzFlRT37,201610,ZwfQDUAuF1E,400.0
vOaRpiWvl2K,201408,wPQb02U3UHx,293.0
VRD05emEwOF,201803,mC4qkTGiah3,6.0
VRD05emEwOF,201509,wgWlZhxXfS5,36.0
whXQzFlRT37,201505,e9NLyDiExlF,339.0
byrpD40AkQG,201410,fS76SN2mDYs,200.0
OKXUzudHulV,201811,g7eN5E9RN1V,184.0
byrpD40AkQG,201901,kKYdOJ0uRod,60.0
OKXUzudHulV,201406,r7pU4IuyIJF,5.0
byrpD40AkQG,201407,UdcrfRV5diV,40.0
whXQzFlRT37,201708,vmGyHazfngO,321.0
oACe0uiAmnT,201610,uAmB8MLWUbq,6.0
mRVVnw1KKSL,201510,lqUH9qJYc2r,20.0
oACe0uiAmnT,201806,NvLvW1v4MWY,123.0
d8MsenqQaMv,201902,PoAHq41Wjsk,240.0
odmSZSezPsY,201605,La4FiUTG0Ed,122.0
mRVVnw1KKSL,201607,ldTs7l4tu6V,80.0
kuxcnLoB85c,201606,uECirbmK3vj,120.0
iIlheePZjCc,201807,SfTrvW441Q0,40.0
iIlheePZjCc,201902,kfyFrKOKqnz,100.0
smag5V5gz0s,201612,vmGyHazfngO,40.0
XkemTADiLv4,201810,xuVsQTby6uM,14.0
smag5V5gz0s,201609,XNmQ1GcM53S,40.0
BQeaCpVaUYB,201811,SiFad15yKhZ,76.0
BkGKNzv3Vn6,201602,HiSkD51XNEw,70.0
oACe0uiAmnT,201505,r7pU4IuyIJF,91.0
HIfJ6JvWQmQ,201801,ClfJQm3Docv,80.0
vOaRpiWvl2K,201709,wgWlZhxXfS5,89.0
BQeaCpVaUYB,201805,PoAHq41Wjsk,98.0
XkemTADiLv4,201509,cLBvS1WGEQF,100.0
BQeaCpVaUYB,201408,Wl8S53qfNST,80.0
BQeaCpVaUYB,201712,SfTrvW441Q0,8.0
XkemTADiLv4,201502,uECirbmK3vj,80.0
smag5V5gz0s,201606,SKJI5xtKLmd,10.0
whXQzFlRT37,201512,ClfJQm3Docv,150.0
oACe0uiAmnT,201705,uECirbmK3vj,280.0
oACe0uiAmnT,201410,jLbIZHuRAYh,20.0
byrpD40AkQG,201610,ClfJQm3Docv,120.0
iIlheePZjCc,201605,gCRidS1x9ty,120.0
Gk6WlfVitbC,201902,LT6XGXS57II,240.0
odmSZSezPsY,201612,YTgby61ISnd,18.0
d8MsenqQaMv,201608,mrRGRJwEwUm,40.0
odmSZSezPsY,201507,mC4qkTGiah3,10.0
smag5V5gz0s,201505,FX5DGY6VxPS,30.0
kuxcnLoB85c,201507,cLBvS1WGEQF,60.0
OKXUzudHulV,201704,ikFfiR1TblB,183.0
VRD05emEwOF,201812,ZY5zTLYR53q,6.0
VRD05emEwOF,201410,RUBAdXhzucO,38.0
g2ZhqF3DKMx,201407,zqmymbY6VTU,10.0
byrpD40AkQG,201405,YTgby61ISnd,20.0
XkemTADiLv4,201608,uECirbmK3vj,50.0
BkGKNzv3Vn6,201507,tS66Amr7xbP,3.0
mRVVnw1KKSL,201403,kfyFrKOKqnz,20.0
iIlheePZjCc,201610,LT6XGXS57II,80.0
iIlheePZjCc,201612,wgWlZhxXfS5,160.0
odmSZSezPsY,201804,LbjgDaDXJRa,42.0
iIlheePZjCc,201810,H3BDe6vY03G,100.0
oACe0uiAmnT,201606,cLBvS1WGEQF,217.0
oACe0uiAmnT,201710,q6NwSRm7CoV,324.0
g2ZhqF3DKMx,201703,FX5DGY6VxPS,49.0
d8MsenqQaMv,201505,Wl8S53qfNST,60.0
d8MsenqQaMv,201705,cLBvS1WGEQF,60.0
Gk6WlfVitbC,201711,XNmQ1GcM53S,50.0
kuxcnLoB85c,201404,VI8FnbLBPDD,430.0
byrpD40AkQG,201505,CXAJP0JoCDZ,100.0
VRD05emEwOF,201402,jqLcZtIyJim,22.0
BkGKNzv3Vn6,201601,xpXgPL892GT,40.0
BQeaCpVaUYB,201509,q6NwSRm7CoV,42.0
byrpD40AkQG,201601,uAmB8MLWUbq,100.0
whXQzFlRT37,201503,uAmB8MLWUbq,428.0
BkGKNzv3Vn6,201611,QsbKIv43xwM,59.0
g2ZhqF3DKMx,201409,ClfJQm3Docv,60.0
oACe0uiAmnT,201406,JPl6BiRGUjp,468.0
Gk6WlfVitbC,201808,yeGUcHoOF0W,90.0
vOaRpiWvl2K,201711,wgWlZhxXfS5,63.0
iIlheePZjCc,201602,e9NLyDiExlF,80.0
odmSZSezPsY,201901,RPNI2yciVPb,80.0
VRD05emEwOF,201806,iE17KE2PvJf,24.0
whXQzFlRT37,201410,iE17KE2PvJf,79.0
whXQzFlRT37,201411,uAmB8MLWUbq,208.0
OKXUzudHulV,201708,zi9hv7KzZVp,30.0
s5PaJNvYa6i,201702,VkaywIcr0d1,10.0
mRVVnw1KKSL,201607,LbjgDaDXJRa,60.0
odmSZSezPsY,201409,gCRidS1x9ty,380.0
kuxcnLoB85c,201404,e9NLyDiExlF,40.0
AMVejJGpKI9,201902,ldTs7l4tu6V,80.0
s5PaJNvYa6i,201608,oiQrJMqWJQ6,10.0
BQeaCpVaUYB,201805,UdcrfRV5diV,106.0
smag5V5gz0s,201507,tU13hbRnCGc,10.0
odmSZSezPsY,201811,ZY5zTLYR53q,65.0
odmSZSezPsY,201707,fS76SN2mDYs,80.0
byrpD40AkQG,201404,wPQb02U3UHx,40.0
oACe0uiAmnT,201808,La4FiUTG0Ed,1387.0
VRD05emEwOF,201901,La4FiUTG0Ed,18.0
odmSZSezPsY,201509,CXAJP0JoCDZ,100.0
mRVVnw1KKSL,201503,RPNI2yciVPb,40.0
s5PaJNvYa6i,201806,gCRidS1x9ty,120.0
Gk6WlfVitbC,201812,ldTs7l4tu6V,120.0
d8MsenqQaMv,201804,uECirbmK3vj,120.0
BQeaCpVaUYB,201612,FVZSGQeGAWy,46.0
s5PaJNvYa6i,201407,fS76SN2mDYs,80.0
iIlheePZjCc,201603,RUBAdXhzucO,40.0
s5PaJNvYa6i,201409,ZqmBdrwI59g,76.0
d8MsenqQaMv,201404,QsbKIv43xwM,60.0
g2ZhqF3DKMx,201902,r7pU4IuyIJF,60.0
Gk6WlfVitbC,201405,UdcrfRV5diV,20.0
g2ZhqF3DKMx,201408,q6NwSRm7CoV,90.0
BkGKNzv3Vn6,201809,r7pU4IuyIJF,30.0
BkGKNzv3Vn6,201812,QsbKIv43xwM,60.0
whXQzFlRT37,201902,HiSkD51XNEw,20.0
g2ZhqF3DKMx,201411,PoAHq41Wjsk,120.0
BQeaCpVaUYB,201808,NvLvW1v4MWY,85.0
mRVVnw1KKSL,201807,HiSkD51XNEw,20.0
smag5V5gz0s,201704,vmGyHazfngO,20.0
kuxcnLoB85c,201610,YTgby61ISnd,99.0
XkemTADiLv4,201510,Udaaomim77o,20.0
odmSZSezPsY,201812,wPQb02U3UHx,40.0
odmSZSezPsY,201408,r7pU4IuyIJF,10.0
AMVejJGpKI9,201503,iSzLcFdtWbX,10.0
kuxcnLoB85c,201808,vmGyHazfngO,44.0
kuxcnLoB85c,201711,iE17KE2PvJf,80.0
HIfJ6JvWQmQ,201902,xuVsQTby6uM,40.0
byrpD40AkQG,201612,Udaaomim77o,10.0
XkemTADiLv4,201403,cLBvS1WGEQF,100.0
HIfJ6JvWQmQ,201605,La4FiUTG0Ed,22.0
oACe0uiAmnT,201411,ovxDVLEpRgk,160.0
g2ZhqF3DKMx,201504,zQdh7P5efBl,20.0
HIfJ6JvWQmQ,201603,NvLvW1v4MWY,49.0
Gk6WlfVitbC,201507,MEAv0YmXK3C,10.0
odmSZSezPsY,201709,ZqmBdrwI59g,160.0
iIlheePZjCc,201806,g7eN5E9RN1V,60.0
OKXUzudHulV,201807,XNmQ1GcM53S,108.0
VRD05emEwOF,201512,ZwfQDUAuF1E,60.0
byrpD40AkQG,201611,oiQrJMqWJQ6,30.0
Gk6WlfVitbC,201511,BwF2JaC8lCL,40.0
vOaRpiWvl2K,201508,wgWlZhxXfS5,340.0
oACe0uiAmnT,201509,TleFOlpaRAp,21.0
BQeaCpVaUYB,201806,oiQrJMqWJQ6,20.0
odmSZSezPsY,201804,ldTs7l4tu6V,100.0
BQeaCpVaUYB,201707,uECirbmK3vj,106.0
iIlheePZjCc,201812,Udaaomim77o,120.0
s5PaJNvYa6i,201504,ldTs7l4tu6V,50.0
BkGKNzv3Vn6,201602,MQ4km4gi9bz,20.0
kuxcnLoB85c,201405,yrxkpEWxooc,20.0
kuxcnLoB85c,201704,PoAHq41Wjsk,140.0
kuxcnLoB85c,201506,d23ZMyDAOEE,20.0
VRD05emEwOF,201503,dU7dDBWWWDi,92.0
oACe0uiAmnT,201511,LT6XGXS57II,570.0
BQeaCpVaUYB,201608,cLBvS1WGEQF,20.0
AMVejJGpKI9,201604,fS76SN2mDYs,90.0
g2ZhqF3DKMx,201611,SfTrvW441Q0,60.0
byrpD40AkQG,201807,lqUH9qJYc2r,60.0
byrpD40AkQG,201610,kfyFrKOKqnz,10.0
g2ZhqF3DKMx,201607,BwF2JaC8lCL,60.0
oACe0uiAmnT,201711,H3BDe6vY03G,454.0
mRVVnw1KKSL,201609,FSrkhOVFdOk,20.0
VRD05emEwOF,201403,NvLvW1v4MWY,34.0
BQeaCpVaUYB,201508,zqmymbY6VTU,100.0
Gk6WlfVitbC,201509,QsbKIv43xwM,10.0
s5PaJNvYa6i,201809,mrRGRJwEwUm,50.0
iIlheePZjCc,201509,dU7dDBWWWDi,60.0
BkGKNzv3Vn6,201811,XNmQ1GcM53S,54.0
iIlheePZjCc,201704,MQ4km4gi9bz,60.0
OKXUzudHulV,201710,SiFad15yKhZ,61.0
VRD05emEwOF,201710,zQdh7P5efBl,14.0
oACe0uiAmnT,201712,tU13hbRnCGc,358.0
odmSZSezPsY,201702,MEAv0YmXK3C,32.0
Gk6WlfVitbC,201610,Udaaomim77o,20.0
whXQzFlRT37,201703,Wl8S53qfNST,639.0
s5PaJNvYa6i,201411,HiSkD51XNEw,30.0
AMVejJGpKI9,201805,AcjY7Ic6kUU,40.0
VRD05emEwOF,201610,xuVsQTby6uM,28.0
s5PaJNvYa6i,201501,ClfJQm3Docv,210.0
VRD05emEwOF,201806,DHJTFwnlEdw,26.0
BkGKNzv3Vn6,201511,zi9hv7KzZVp,38.0
smag5V5gz0s,201504,YTgby61ISnd,30.0
Gk6WlfVitbC,201709,r7pU4IuyIJF,50.0
kuxcnLoB85c,201807,dU7dDBWWWDi,60.0
HIfJ6JvWQmQ,201403,R6tG0IzAhpv,80.0
HIfJ6JvWQmQ,201709,wgWlZhxXfS5,140.0
g2ZhqF3DKMx,201509,RPNI2yciVPb,22.0
smag5V5gz0s,201604,CXAJP0JoCDZ,60.0
XkemTADiLv4,201712,LbjgDaDXJRa,30.0
kuxcnLoB85c,201508,ge7aE8co40H,59.0
vOaRpiWvl2K,201610,uECirbmK3vj,40.0
BQeaCpVaUYB,201705,iSzLcFdtWbX,8.0
kuxcnLoB85c,201401,SiFad15yKhZ,370.0
iIlheePZjCc,201811,AcjY7Ic6kUU,60.0
mRVVnw1KKSL,201411,SKJI5xtKLmd,80.0
Gk6WlfVitbC,201601,xuVsQTby6uM,30.0
kuxcnLoB85c,201812,q6NwSRm7CoV,70.0
g2ZhqF3DKMx,201505,R5DowWkZPmm,20.0
mRVVnw1KKSL,201901,rKoTTNZLKaN,20.0
g2ZhqF3DKMx,201705,LT6XGXS57II,80.0
VRD05emEwOF,201509,MQ4km4gi9bz,17.0
oACe0uiAmnT,201604,mC4qkTGiah3,227.0
AMVejJGpKI9,201710,kKYdOJ0uRod,50.0
odmSZSezPsY,201401,yeGUcHoOF0W,120.0
iIlheePZjCc,201407,oiQrJMqWJQ6,200.0
AMVejJGpKI9,201809,La4FiUTG0Ed,170.0
XkemTADiLv4,201401,yeGUcHoOF0W,56.0
oACe0uiAmnT,201409,MEAv0YmXK3C,568.0
s5PaJNvYa6i,201807,q6NwSRm7CoV,24.0
smag5V5gz0s,201901,wpPJRac8Zpf,50.0
iIlheePZjCc,201808,JWdMKPTg0HL,40.0
XkemTADiLv4,201705,lqUH9qJYc2r,70.0
smag5V5gz0s,201503,wPQb02U3UHx,20.0
mRVVnw1KKSL,201507,QsbKIv43xwM,80.0
d8MsenqQaMv,201607,ClfJQm3Docv,60.0
HIfJ6JvWQmQ,201706,UdcrfRV5diV,160.0
BkGKNzv3Vn6,201505,ClfJQm3Docv,30.0
g2ZhqF3DKMx,201707,NvLvW1v4MWY,7.0
kuxcnLoB85c,201703,lqUH9qJYc2r,240.0
OKXUzudHulV,201810,vmGyHazfngO,188.0
whXQzFlRT37,201702,LbjgDaDXJRa,200.0
g2ZhqF3DKMx,201604,jLbIZHuRAYh,100.0
XkemTADiLv4,201712,ldTs7l4tu6V,100.0
iIlheePZjCc,201703,yeGUcHoOF0W,40.0
oACe0uiAmnT,201605,d23ZMyDAOEE,433.0
Gk6WlfVitbC,201401,yrxkpEWxooc,20.0
BQeaCpVaUYB,201708,BwF2JaC8lCL,18.0
odmSZSezPsY,201705,lqUH9qJYc2r,160.0
Gk6WlfVitbC,201810,tU13hbRnCGc,10.0
BkGKNzv3Vn6,201402,ldTs7l4tu6V,60.0
XkemTADiLv4,201503,vmGyHazfngO,30.0
OKXUzudHulV,201706,Udaaomim77o,56.0
odmSZSezPsY,201604,bArGQMJx5Vs,50.0
d8MsenqQaMv,201812,rKoTTNZLKaN,20.0
whXQzFlRT37,201405,xpXgPL892GT,203.0
whXQzFlRT37,201404,zQdh7P5efBl,580.0
whXQzFlRT37,201610,cLBvS1WGEQF,74.0
odmSZSezPsY,201411,QsbKIv43xwM,22.0
mRVVnw1KKSL,201512,FKvvYL7xV0p,20.0
Gk6WlfVitbC,201605,SfTrvW441Q0,100.0
byrpD40AkQG,201805,dU7dDBWWWDi,30.0
g2ZhqF3DKMx,201401,R6tG0IzAhpv,80.0
Gk6WlfVitbC,201706,SKJI5xtKLmd,30.0
oACe0uiAmnT,201803,ikFfiR1TblB,981.0
HIfJ6JvWQmQ,201804,ZwfQDUAuF1E,40.0
smag5V5gz0s,201403,ZwfQDUAuF1E,40.0
odmSZSezPsY,201604,JpOeRsaZHoG,56.0
HIfJ6JvWQmQ,201511,ldTs7l4tu6V,130.0
iIlheePZjCc,201604,r7pU4IuyIJF,20.0
whXQzFlRT37,201608,R6tG0IzAhpv,140.0
oACe0uiAmnT,201406,iE17KE2PvJf,124.0
BQeaCpVaUYB,201404,JWdMKPTg0HL,110.0
kuxcnLoB85c,201405,RUBAdXhzucO,80.0
mRVVnw1KKSL,201608,Wl8S53qfNST,60.0
iIlheePZjCc,201703,mC4qkTGiah3,40.0
whXQzFlRT37,201503,La4FiUTG0Ed,609.0
Gk6WlfVitbC,201607,TleFOlpaRAp,60.0
AMVejJGpKI9,201501,zi9hv7KzZVp,20.0
BQeaCpVaUYB,201701,rKoTTNZLKaN,14.0
g2ZhqF3DKMx,201510,JPl6BiRGUjp,84.0
smag5V5gz0s,201711,jqLcZtIyJim,50.0
BkGKNzv3Vn6,201610,dU7dDBWWWDi,130.0
VRD05emEwOF,201610,VI8FnbLBPDD,20.0
iIlheePZjCc,201802,H7UhEhDlhvD,60.0
d8MsenqQaMv,201704,d23ZMyDAOEE,20.0
odmSZSezPsY,201801,ClfJQm3Docv,86.0
d8MsenqQaMv,201712,dU7dDBWWWDi,100.0
OKXUzudHulV,201506,vaCcJOxMAeE,230.0
HIfJ6JvWQmQ,201812,BwF2JaC8lCL,40.0
AMVejJGpKI9,201511,kfyFrKOKqnz,60.0
byrpD40AkQG,201601,La4FiUTG0Ed,100.0
d8MsenqQaMv,201501,JWdMKPTg0HL,100.0
kuxcnLoB85c,201403,SKJI5xtKLmd,130.0
HIfJ6JvWQmQ,201512,Wl8S53qfNST,50.0
BkGKNzv3Vn6,201809,wPQb02U3UHx,85.0
oACe0uiAmnT,201503,e9NLyDiExlF,339.0
odmSZSezPsY,201802,mrRGRJwEwUm,120.0
d8MsenqQaMv,201802,iSzLcFdtWbX,160.0
BkGKNzv3Vn6,201503,gCRidS1x9ty,30.0
s5PaJNvYa6i,201502,mrRGRJwEwUm,40.0
iIlheePZjCc,201705,RQiyqxziOzo,20.0
BQeaCpVaUYB,201607,d23ZMyDAOEE,18.0
OKXUzudHulV,201610,kKYdOJ0uRod,94.0
AMVejJGpKI9,201810,SiFad15yKhZ,30.0
HIfJ6JvWQmQ,201612,gCRidS1x9ty,220.0
d8MsenqQaMv,201805,BwF2JaC8lCL,20.0
VRD05emEwOF,201410,yrxkpEWxooc,8.0
BkGKNzv3Vn6,201703,BwF2JaC8lCL,59.0
AMVejJGpKI9,201501,bArGQMJx5Vs,60.0
g2ZhqF3DKMx,201902,wPQb02U3UHx,60.0
Gk6WlfVitbC,201604,kKYdOJ0uRod,50.0
iIlheePZjCc,201505,JPl6BiRGUjp,40.0
kuxcnLoB85c,201811,zqmymbY6VTU,80.0
s5PaJNvYa6i,201902,GVj7FwVVJW5,20.0
HIfJ6JvWQmQ,201408,wPQb02U3UHx,40.0
XkemTADiLv4,201402,d23ZMyDAOEE,60.0
HIfJ6JvWQmQ,201806,wpPJRac8Zpf,120.0
g2ZhqF3DKMx,201704,UdcrfRV5diV,200.0
mRVVnw1KKSL,201808,cLBvS1WGEQF,80.0
oACe0uiAmnT,201503,VI8FnbLBPDD,19.0
s5PaJNvYa6i,201409,vaCcJOxMAeE,14.0
XkemTADiLv4,201611,FSrkhOVFdOk,20.0
mRVVnw1KKSL,201506,gCRidS1x9ty,360.0
AMVejJGpKI9,201810,rKoTTNZLKaN,160.0
oACe0uiAmnT,201601,XNmQ1GcM53S,211.0
oACe0uiAmnT,201612,LbjgDaDXJRa,249.0
byrpD40AkQG,201403,FSrkhOVFdOk,20.0
BkGKNzv3Vn6,201810,SiFad15yKhZ,10.0
byrpD40AkQG,201512,QsbKIv43xwM,40.0
BkGKNzv3Vn6,201404,RyzLT9D4nQ6,24.0
OKXUzudHulV,201801,SfTrvW441Q0,30.0
iIlheePZjCc,201606,SKJI5xtKLmd,20.0
s5PaJNvYa6i,201809,ZY5zTLYR53q,20.0
smag5V5gz0s,201902,ZY5zTLYR53q,90.0
HIfJ6JvWQmQ,201604,MEAv0YmXK3C,8.0
oACe0uiAmnT,201605,oiQrJMqWJQ6,265.0
s5PaJNvYa6i,201812,wPQb02U3UHx,35.0
d8MsenqQaMv,201608,XNmQ1GcM53S,60.0
whXQzFlRT37,201805,NvLvW1v4MWY,518.0
kuxcnLoB85c,201611,ZqmBdrwI59g,40.0
mRVVnw1KKSL,201603,rKoTTNZLKaN,40.0
byrpD40AkQG,201711,VkaywIcr0d1,20.0
oACe0uiAmnT,201712,ldTs7l4tu6V,1235.0
byrpD40AkQG,201407,QsbKIv43xwM,20.0
oACe0uiAmnT,201707,ikFfiR1TblB,1013.0
kuxcnLoB85c,201609,KysFcG0IQYZ,40.0
oACe0uiAmnT,201811,R6tG0IzAhpv,401.0
BQeaCpVaUYB,201710,FSrkhOVFdOk,30.0
kuxcnLoB85c,201811,yeGUcHoOF0W,80.0
XkemTADiLv4,201611,MEAv0YmXK3C,30.0
AMVejJGpKI9,201511,zi9hv7KzZVp,10.0
BkGKNzv3Vn6,201412,RUBAdXhzucO,15.0
mRVVnw1KKSL,201609,cLBvS1WGEQF,80.0
BkGKNzv3Vn6,201712,d23ZMyDAOEE,90.0
odmSZSezPsY,201808,FKvvYL7xV0p,20.0
g2ZhqF3DKMx,201609,wgWlZhxXfS5,280.0
Gk6WlfVitbC,201501,Wl8S53qfNST,40.0
kuxcnLoB85c,201702,JPl6BiRGUjp,20.0
whXQzFlRT37,201709,yrxkpEWxooc,330.0
OKXUzudHulV,201605,cLBvS1WGEQF,142.0
BQeaCpVaUYB,201402,IKdUHYliWr5,316.0
BQeaCpVaUYB,201805,LT6XGXS57II,62.0
odmSZSezPsY,201512,ZqmBdrwI59g,40.0
s5PaJNvYa6i,201703,kfyFrKOKqnz,30.0
BkGKNzv3Vn6,201608,ZwfQDUAuF1E,20.0
XkemTADiLv4,201409,ovxDVLEpRgk,70.0
whXQzFlRT37,201501,LT6XGXS57II,150.0
BkGKNzv3Vn6,201505,e9NLyDiExlF,67.0
XkemTADiLv4,201810,JpOeRsaZHoG,80.0
odmSZSezPsY,201902,ZwfQDUAuF1E,40.0
g2ZhqF3DKMx,201703,wgWlZhxXfS5,60.0
g2ZhqF3DKMx,201901,ZY5zTLYR53q,50.0
iIlheePZjCc,201806,kKYdOJ0uRod,120.0
BkGKNzv3Vn6,201809,zQdh7P5efBl,45.0
s5PaJNvYa6i,201611,q6NwSRm7CoV,120.0
s5PaJNvYa6i,201506,FVZSGQeGAWy,60.0
g2ZhqF3DKMx,201704,JWdMKPTg0HL,220.0
Gk6WlfVitbC,201710,wgWlZhxXfS5,70.0
BQeaCpVaUYB,201710,MEAv0YmXK3C,16.0
BQeaCpVaUYB,201510,vmGyHazfngO,40.0
BQeaCpVaUYB,201411,iE17KE2PvJf,52.0
BkGKNzv3Vn6,201806,kfyFrKOKqnz,29.0
oACe0uiAmnT,201711,FSrkhOVFdOk,496.0
smag5V5gz0s,201611,Wl8S53qfNST,40.0
smag5V5gz0s,201407,RUBAdXhzucO,80.0
smag5V5gz0s,201707,d23ZMyDAOEE,240.0
oACe0uiAmnT,201507,XNmQ1GcM53S,202.0
odmSZSezPsY,201711,Wl8S53qfNST,40.0
vOaRpiWvl2K,201404,yrxkpEWxooc,80.0
OKXUzudHulV,201709,rKoTTNZLKaN,276.0
Gk6WlfVitbC,201704,q6NwSRm7CoV,30.0
vOaRpiWvl2K,201604,ClfJQm3Docv,83.0
smag5V5gz0s,201601,bArGQMJx5Vs,80.0
vOaRpiWvl2K,201612,fS76SN2mDYs,8.0
s5PaJNvYa6i,201804,vaCcJOxMAeE,12.0
g2ZhqF3DKMx,201708,FVZSGQeGAWy,20.0
kuxcnLoB85c,201408,tU13hbRnCGc,22.0
kuxcnLoB85c,201412,fS76SN2mDYs,80.0
vOaRpiWvl2K,201405,xuVsQTby6uM,48.0
Gk6WlfVitbC,201404,TleFOlpaRAp,10.0
s5PaJNvYa6i,201402,NBZfDf5Rag9,8.0
whXQzFlRT37,201501,rKoTTNZLKaN,70.0
g2ZhqF3DKMx,201801,CXAJP0JoCDZ,180.0
HIfJ6JvWQmQ,201410,oiQrJMqWJQ6,60.0
BQeaCpVaUYB,201409,CXAJP0JoCDZ,28.0
d8MsenqQaMv,201603,R6tG0IzAhpv,20.0
vOaRpiWvl2K,201804,lqUH9qJYc2r,72.0
BkGKNzv3Vn6,201412,JWdMKPTg0HL,140.0
iIlheePZjCc,201711,uAmB8MLWUbq,80.0
whXQzFlRT37,201401,R6tG0IzAhpv,325.0
iIlheePZjCc,201410,iSzLcFdtWbX,20.0
g2ZhqF3DKMx,201604,NBZfDf5Rag9,60.0
AMVejJGpKI9,201704,JpOeRsaZHoG,10.0
smag5V5gz0s,201502,ge7aE8co40H,20.0
odmSZSezPsY,201805,RUBAdXhzucO,100.0
Gk6WlfVitbC,201402,JWdMKPTg0HL,240.0
HIfJ6JvWQmQ,201505,LbjgDaDXJRa,40.0
oACe0uiAmnT,201412,iE17KE2PvJf,462.0
odmSZSezPsY,201502,jLbIZHuRAYh,80.0
Gk6WlfVitbC,201702,TleFOlpaRAp,20.0
HIfJ6JvWQmQ,201404,vmGyHazfngO,40.0
s5PaJNvYa6i,201806,XNmQ1GcM53S,34.0
kuxcnLoB85c,201509,RPNI2yciVPb,20.0
Gk6WlfVitbC,201710,r7pU4IuyIJF,30.0
odmSZSezPsY,201408,jLbIZHuRAYh,120.0
d8MsenqQaMv,201503,MEAv0YmXK3C,40.0
mRVVnw1KKSL,201410,LT6XGXS57II,100.0
oACe0uiAmnT,201401,oiQrJMqWJQ6,400.0
HIfJ6JvWQmQ,201608,QsbKIv43xwM,50.0
