Data,Period,Organisation unit,Value
mRVVnw1KKSL,201609,Udaaomim77o,20.0
AMVejJGpKI9,201408,wgWlZhxXfS5,60.0
s5PaJNvYa6i,201603,SfTrvW441Q0,70.0
OKXUzudHulV,201811,AcjY7Ic6kUU,37.0
odmSZSezPsY,201612,FKvvYL7xV0p,20.0
oACe0uiAmnT,201404,SKJI5xtKLmd,578.0
AMVejJGpKI9,201704,QsbKIv43xwM,100.0
HIfJ6JvWQmQ,201711,q6NwSRm7CoV,20.0
XkemTADiLv4,201607,RQiyqxziOzo,30.0
kuxcnLoB85c,201901,iE17KE2PvJf,80.0
XkemTADiLv4,201508,NBZfDf5Rag9,30.0
XkemTADiLv4,201902,ldTs7l4tu6V,50.0
smag5V5gz0s,201706,ZqmBdrwI59g,160.0
smag5V5gz0s,201512,FKvvYL7xV0p,20.0
odmSZSezPsY,201804,YGTBDdMQ9vr,69.0
BQeaCpVaUYB,201601,La4FiUTG0Ed,16.0
HIfJ6JvWQmQ,201512,yrxkpEWxooc,20.0
d8MsenqQaMv,201805,ikFfiR1TblB,40.0
odmSZSezPsY,201411,e9NLyDiExlF,80.0
HIfJ6JvWQmQ,201503,ClfJQm3Docv,120.0
vOaRpiWvl2K,201611,PoAHq41Wjsk,24.0
oACe0uiAmnT,201503,Wl8S53qfNST,697.0
XkemTADiLv4,201703,UdcrfRV5diV,44.0
iIlheePZjCc,201512,UdcrfRV5diV,80.0
oACe0uiAmnT,201810,rKoTTNZLKaN,460.0
whXQzFlRT37,201803,fS76SN2mDYs,70.0
s5PaJNvYa6i,201407,ldTs7l4tu6V,68.0
XkemTADiLv4,201607,Wl8S53qfNST,60.0
XkemTADiLv4,201805,xpXgPL892GT,50.0
g2ZhqF3DKMx,201608,xuVsQTby6uM,40.0
VRD05emEwOF,201902,LbjgDaDXJRa,18.0
XkemTADiLv4,201508,PoAHq41Wjsk,120.0
whXQzFlRT37,201407,VI8FnbLBPDD,229.0
OKXUzudHulV,201512,zi9hv7KzZVp,120.0
odmSZSezPsY,201510,FSrkhOVFdOk,69.0
vOaRpiWvl2K,201606,LbjgDaDXJRa,375.0
mRVVnw1KKSL,201608,e9NLyDiExlF,100.0
AMVejJGpKI9,201704,wgWlZhxXfS5,130.0
AMVejJGpKI9,201407,xpXgPL892GT,40.0
VRD05emEwOF,201602,kKYdOJ0uRod,14.0
g2ZhqF3DKMx,201605,gCRidS1x9ty,100.0
XkemTADiLv4,201409,fS76SN2mDYs,200.0
smag5V5gz0s,201802,YTgby61ISnd,20.0
VRD05emEwOF,201412,xuVsQTby6uM,24.0
VRD05emEwOF,201806,yeGUcHoOF0W,54.0
AMVejJGpKI9,201811,jqLcZtIyJim,70.0
byrpD40AkQG,201802,jqLcZtIyJim,60.0
BkGKNzv3Vn6,201708,SfTrvW441Q0,90.0
BkGKNzv3Vn6,201604,yrxkpEWxooc,20.0
XkemTADiLv4,201407,lqUH9qJYc2r,138.0
mRVVnw1KKSL,201805,CXAJP0JoCDZ,160.0
AMVejJGpKI9,201702,TleFOlpaRAp,50.0
kuxcnLoB85c,201409,vmGyHazfngO,100.0
d8MsenqQaMv,201603,lqUH9qJYc2r,20.0
HIfJ6JvWQmQ,201804,jLbIZHuRAYh,60.0
s5PaJNvYa6i,201506,rKoTTNZLKaN,10.0
d8MsenqQaMv,201409,ClfJQm3Docv,40.0
OKXUzudHulV,201803,mC4qkTGiah3,273.0
kuxcnLoB85c,201712,HiSkD51XNEw,40.0
kuxcnLoB85c,201605,R6tG0IzAhpv,160.0
BQeaCpVaUYB,201805,MQ4km4gi9bz,18.0
g2ZhqF3DKMx,201801,SfTrvW441Q0,100.0
OKXUzudHulV,201607,FKvvYL7xV0p,198.0
s5PaJNvYa6i,201601,NvLvW1v4MWY,14.0
BkGKNzv3Vn6,201605,NvLvW1v4MWY,29.0
AMVejJGpKI9,201506,kAyEVYlTCtX,20.0
VRD05emEwOF,201502,FX5DGY6VxPS,16.0
BQeaCpVaUYB,201710,RPNI2yciVPb,40.0
byrpD40AkQG,201609,Wl8S53qfNST,60.0
s5PaJNvYa6i,201602,cLBvS1WGEQF,20.0
s5PaJNvYa6i,201810,NvLvW1v4MWY,41.0
byrpD40AkQG,201608,r7pU4IuyIJF,20.0
HIfJ6JvWQmQ,201610,lqUH9qJYc2r,80.0
g2ZhqF3DKMx,201504,JpOeRsaZHoG,40.0
Gk6WlfVitbC,201607,gCRidS1x9ty,90.0
s5PaJNvYa6i,201606,rKoTTNZLKaN,10.0
VRD05emEwOF,201604,KysFcG0IQYZ,40.0
Gk6WlfVitbC,201509,VI8FnbLBPDD,10.0
smag5V5gz0s,201704,H3BDe6vY03G,40.0
XkemTADiLv4,201507,lqUH9qJYc2r,160.0
XkemTADiLv4,201611,RPNI2yciVPb,40.0
VRD05emEwOF,201409,PoAHq41Wjsk,64.0
XkemTADiLv4,201603,jLbIZHuRAYh,60.0
iIlheePZjCc,201804,FSrkhOVFdOk,40.0
kuxcnLoB85c,201710,H7UhEhDlhvD,60.0
BQeaCpVaUYB,201410,tU13hbRnCGc,10.0
XkemTADiLv4,201809,FVZSGQeGAWy,12.0
kuxcnLoB85c,201503,HiSkD51XNEw,20.0
d8MsenqQaMv,201511,FX5DGY6VxPS,60.0
AMVejJGpKI9,201704,r7pU4IuyIJF,20.0
AMVejJGpKI9,201406,kAyEVYlTCtX,20.0
byrpD40AkQG,201801,mrRGRJwEwUm,20.0
whXQzFlRT37,201607,NBZfDf5Rag9,153.0
d8MsenqQaMv,201404,AcjY7Ic6kUU,20.0
s5PaJNvYa6i,201805,iSzLcFdtWbX,150.0
whXQzFlRT37,201501,JWdMKPTg0HL,180.0
g2ZhqF3DKMx,201902,H3BDe6vY03G,36.0
HIfJ6JvWQmQ,201402,SKJI5xtKLmd,90.0
vOaRpiWvl2K,201402,kfyFrKOKqnz,490.0
oACe0uiAmnT,201605,RPNI2yciVPb,600.0
smag5V5gz0s,201702,YTgby61ISnd,30.0
kuxcnLoB85c,201403,vaCcJOxMAeE,111.0
iIlheePZjCc,201704,FSrkhOVFdOk,40.0
VRD05emEwOF,201712,wpPJRac8Zpf,58.0
whXQzFlRT37,201809,mrRGRJwEwUm,392.0
mRVVnw1KKSL,201707,NBZfDf5Rag9,50.0
d8MsenqQaMv,201505,tU13hbRnCGc,40.0
mRVVnw1KKSL,201410,xpXgPL892GT,40.0
BkGKNzv3Vn6,201704,xuVsQTby6uM,20.0
s5PaJNvYa6i,201812,uAmB8MLWUbq,70.0
iIlheePZjCc,201506,XNmQ1GcM53S,40.0
odmSZSezPsY,201805,LT6XGXS57II,240.0
OKXUzudHulV,201810,JWdMKPTg0HL,15.0
s5PaJNvYa6i,201805,UdcrfRV5diV,130.0
Gk6WlfVitbC,201602,SfTrvW441Q0,50.0
mRVVnw1KKSL,201702,FKvvYL7xV0p,20.0
BQeaCpVaUYB,201510,xuVsQTby6uM,36.0
BkGKNzv3Vn6,201809,H3BDe6vY03G,40.0
d8MsenqQaMv,201401,YTgby61ISnd,60.0
smag5V5gz0s,201410,FSrkhOVFdOk,40.0
g2ZhqF3DKMx,201504,zi9hv7KzZVp,6.0
AMVejJGpKI9,201506,KysFcG0IQYZ,90.0
HIfJ6JvWQmQ,201802,JPl6BiRGUjp,120.0
smag5V5gz0s,201810,cLBvS1WGEQF,190.0
vOaRpiWvl2K,201606,ldTs7l4tu6V,384.0
whXQzFlRT37,201706,zqmymbY6VTU,300.0
whXQzFlRT37,201610,FKvvYL7xV0p,20.0
vOaRpiWvl2K,201410,NBZfDf5Rag9,51.0
Gk6WlfVitbC,201411,VI8FnbLBPDD,40.0
BkGKNzv3Vn6,201504,uECirbmK3vj,20.0
g2ZhqF3DKMx,201712,dU7dDBWWWDi,80.0
d8MsenqQaMv,201511,La4FiUTG0Ed,20.0
odmSZSezPsY,201410,FSrkhOVFdOk,55.0
OKXUzudHulV,201703,mC4qkTGiah3,100.0
BkGKNzv3Vn6,201505,NvLvW1v4MWY,58.0
XkemTADiLv4,201410,PoAHq41Wjsk,72.0
iIlheePZjCc,201401,LbjgDaDXJRa,80.0
vOaRpiWvl2K,201501,IKdUHYliWr5,275.0
odmSZSezPsY,201406,zi9hv7KzZVp,50.0
g2ZhqF3DKMx,201705,gCRidS1x9ty,80.0
iIlheePZjCc,201810,ldTs7l4tu6V,120.0
mRVVnw1KKSL,201706,q6NwSRm7CoV,40.0
byrpD40AkQG,201605,JWdMKPTg0HL,160.0
byrpD40AkQG,201902,jqLcZtIyJim,40.0
kuxcnLoB85c,201404,zqmymbY6VTU,90.0
HIfJ6JvWQmQ,201707,kKYdOJ0uRod,100.0
HIfJ6JvWQmQ,201708,lqUH9qJYc2r,360.0
kuxcnLoB85c,201505,IKdUHYliWr5,120.0
odmSZSezPsY,201504,MEAv0YmXK3C,14.0
smag5V5gz0s,201705,AcjY7Ic6kUU,50.0
Gk6WlfVitbC,201505,dU7dDBWWWDi,60.0
BQeaCpVaUYB,201702,jLbIZHuRAYh,20.0
smag5V5gz0s,201901,dU7dDBWWWDi,50.0
d8MsenqQaMv,201502,lqUH9qJYc2r,20.0
vOaRpiWvl2K,201403,mrRGRJwEwUm,389.0
oACe0uiAmnT,201612,lqUH9qJYc2r,887.0
d8MsenqQaMv,201509,uAmB8MLWUbq,40.0
smag5V5gz0s,201804,iSzLcFdtWbX,100.0
d8MsenqQaMv,201609,FX5DGY6VxPS,20.0
XkemTADiLv4,201902,bArGQMJx5Vs,30.0
iIlheePZjCc,201612,H7UhEhDlhvD,40.0
mRVVnw1KKSL,201611,Udaaomim77o,60.0
BkGKNzv3Vn6,201809,iSzLcFdtWbX,100.0
whXQzFlRT37,201806,zqmymbY6VTU,500.0
mRVVnw1KKSL,201806,DHJTFwnlEdw,10.0
mRVVnw1KKSL,201712,d23ZMyDAOEE,20.0
XkemTADiLv4,201706,MQ4km4gi9bz,24.0
Gk6WlfVitbC,201701,cLBvS1WGEQF,60.0
OKXUzudHulV,201711,jqLcZtIyJim,18.0
VRD05emEwOF,201805,KysFcG0IQYZ,24.0
VRD05emEwOF,201411,RPNI2yciVPb,70.0
VRD05emEwOF,201704,RyzLT9D4nQ6,18.0
mRVVnw1KKSL,201410,RUBAdXhzucO,40.0
BQeaCpVaUYB,201401,ClfJQm3Docv,24.0
smag5V5gz0s,201507,gCRidS1x9ty,80.0
iIlheePZjCc,201610,SiFad15yKhZ,180.0
d8MsenqQaMv,201902,MQ4km4gi9bz,80.0
AMVejJGpKI9,201701,JWdMKPTg0HL,150.0
AMVejJGpKI9,201803,mC4qkTGiah3,150.0
iIlheePZjCc,201702,QsbKIv43xwM,20.0
HIfJ6JvWQmQ,201407,La4FiUTG0Ed,160.0
kuxcnLoB85c,201808,VkaywIcr0d1,40.0
BQeaCpVaUYB,201408,tU13hbRnCGc,10.0
XkemTADiLv4,201606,ZqmBdrwI59g,50.0
AMVejJGpKI9,201807,kfyFrKOKqnz,70.0
vOaRpiWvl2K,201805,MEAv0YmXK3C,71.0
BkGKNzv3Vn6,201709,iSzLcFdtWbX,170.0
g2ZhqF3DKMx,201802,iSzLcFdtWbX,180.0
mRVVnw1KKSL,201512,ZwfQDUAuF1E,80.0
whXQzFlRT37,201805,vaCcJOxMAeE,475.0
g2ZhqF3DKMx,201407,oiQrJMqWJQ6,36.0
BkGKNzv3Vn6,201708,zgh2xKB6gUo,58.0
smag5V5gz0s,201702,JpOeRsaZHoG,130.0
kuxcnLoB85c,201410,MEAv0YmXK3C,43.0
AMVejJGpKI9,201804,MQ4km4gi9bz,10.0
d8MsenqQaMv,201406,ZqmBdrwI59g,40.0
BQeaCpVaUYB,201809,mrRGRJwEwUm,26.0
vOaRpiWvl2K,201401,IKdUHYliWr5,136.0
iIlheePZjCc,201610,zi9hv7KzZVp,40.0
BQeaCpVaUYB,201601,uAmB8MLWUbq,84.0
Gk6WlfVitbC,201704,LT6XGXS57II,70.0
odmSZSezPsY,201606,ldTs7l4tu6V,80.0
kuxcnLoB85c,201404,QsbKIv43xwM,240.0
BQeaCpVaUYB,201610,ClfJQm3Docv,58.0
odmSZSezPsY,201804,H3BDe6vY03G,32.0
oACe0uiAmnT,201609,YTgby61ISnd,417.0
VRD05emEwOF,201705,fS76SN2mDYs,100.0
HIfJ6JvWQmQ,201512,xpXgPL892GT,100.0
s5PaJNvYa6i,201902,dU7dDBWWWDi,50.0
HIfJ6JvWQmQ,201404,uECirbmK3vj,60.0
byrpD40AkQG,201509,lqUH9qJYc2r,60.0
BQeaCpVaUYB,201607,PoAHq41Wjsk,54.0
g2ZhqF3DKMx,201707,PoAHq41Wjsk,140.0
mRVVnw1KKSL,201605,ge7aE8co40H,40.0
OKXUzudHulV,201704,MQ4km4gi9bz,45.0
BQeaCpVaUYB,201901,kKYdOJ0uRod,76.0
g2ZhqF3DKMx,201708,tU13hbRnCGc,125.0
BQeaCpVaUYB,201512,NvLvW1v4MWY,80.0
s5PaJNvYa6i,201503,La4FiUTG0Ed,34.0
AMVejJGpKI9,201812,wPQb02U3UHx,70.0
whXQzFlRT37,201406,SKJI5xtKLmd,545.0
g2ZhqF3DKMx,201603,dU7dDBWWWDi,100.0
iIlheePZjCc,201404,oiQrJMqWJQ6,20.0
kuxcnLoB85c,201705,cLBvS1WGEQF,400.0
iIlheePZjCc,201803,iE17KE2PvJf,60.0
oACe0uiAmnT,201604,JPl6BiRGUjp,851.0
g2ZhqF3DKMx,201702,LT6XGXS57II,60.0
g2ZhqF3DKMx,201609,uECirbmK3vj,60.0
HIfJ6JvWQmQ,201707,bArGQMJx5Vs,80.0
BQeaCpVaUYB,201706,Wl8S53qfNST,22.0
XkemTADiLv4,201502,La4FiUTG0Ed,50.0
iIlheePZjCc,201503,q6NwSRm7CoV,20.0
OKXUzudHulV,201806,IKdUHYliWr5,75.0
BQeaCpVaUYB,201805,wgWlZhxXfS5,68.0
XkemTADiLv4,201808,JPl6BiRGUjp,140.0
BkGKNzv3Vn6,201807,kKYdOJ0uRod,30.0
mRVVnw1KKSL,201505,ge7aE8co40H,80.0
OKXUzudHulV,201901,q6NwSRm7CoV,200.0
Gk6WlfVitbC,201704,AcjY7Ic6kUU,20.0
whXQzFlRT37,201609,ZY5zTLYR53q,320.0
mRVVnw1KKSL,201805,ldTs7l4tu6V,60.0
odmSZSezPsY,201406,SiFad15yKhZ,360.0
odmSZSezPsY,201405,wPQb02U3UHx,99.0
VRD05emEwOF,201705,e9NLyDiExlF,70.0
mRVVnw1KKSL,201703,jqLcZtIyJim,80.0
mRVVnw1KKSL,201406,JWdMKPTg0HL,80.0
odmSZSezPsY,201810,R6tG0IzAhpv,160.0
XkemTADiLv4,201804,KysFcG0IQYZ,100.0
g2ZhqF3DKMx,201901,FX5DGY6VxPS,36.0
d8MsenqQaMv,201610,YTgby61ISnd,60.0
s5PaJNvYa6i,201405,MEAv0YmXK3C,15.0
odmSZSezPsY,201802,YTgby61ISnd,20.0
d8MsenqQaMv,201902,wgWlZhxXfS5,140.0
whXQzFlRT37,201605,CXAJP0JoCDZ,421.0
byrpD40AkQG,201802,ZY5zTLYR53q,60.0
g2ZhqF3DKMx,201801,uAmB8MLWUbq,80.0
mRVVnw1KKSL,201508,mC4qkTGiah3,80.0
BQeaCpVaUYB,201810,wpPJRac8Zpf,30.0
BQeaCpVaUYB,201409,ZqmBdrwI59g,60.0
BQeaCpVaUYB,201606,Wl8S53qfNST,24.0
iIlheePZjCc,201408,IKdUHYliWr5,160.0
s5PaJNvYa6i,201712,La4FiUTG0Ed,30.0
Gk6WlfVitbC,201409,oiQrJMqWJQ6,70.0
XkemTADiLv4,201809,wpPJRac8Zpf,40.0
smag5V5gz0s,201502,La4FiUTG0Ed,30.0
AMVejJGpKI9,201804,vaCcJOxMAeE,50.0
d8MsenqQaMv,201510,YTgby61ISnd,40.0
kuxcnLoB85c,201804,uECirbmK3vj,60.0
g2ZhqF3DKMx,201503,dU7dDBWWWDi,60.0
odmSZSezPsY,201406,JpOeRsaZHoG,30.0
HIfJ6JvWQmQ,201512,tU13hbRnCGc,44.0
s5PaJNvYa6i,201809,JPl6BiRGUjp,40.0
BkGKNzv3Vn6,201809,UdcrfRV5diV,40.0
OKXUzudHulV,201710,zQdh7P5efBl,70.0
mRVVnw1KKSL,201705,CXAJP0JoCDZ,40.0
BQeaCpVaUYB,201802,UdcrfRV5diV,76.0
d8MsenqQaMv,201505,yeGUcHoOF0W,40.0
Gk6WlfVitbC,201809,RPNI2yciVPb,40.0
s5PaJNvYa6i,201506,dU7dDBWWWDi,130.0
BkGKNzv3Vn6,201801,gCRidS1x9ty,30.0
vOaRpiWvl2K,201604,mrRGRJwEwUm,400.0
AMVejJGpKI9,201810,zQdh7P5efBl,40.0
BQeaCpVaUYB,201804,xpXgPL892GT,32.0
VRD05emEwOF,201809,JPl6BiRGUjp,44.0
whXQzFlRT37,201805,BwF2JaC8lCL,265.0
OKXUzudHulV,201807,ikFfiR1TblB,172.0
oACe0uiAmnT,201811,wgWlZhxXfS5,462.0
mRVVnw1KKSL,201405,FX5DGY6VxPS,40.0
mRVVnw1KKSL,201410,mC4qkTGiah3,80.0
AMVejJGpKI9,201401,mrRGRJwEwUm,20.0
whXQzFlRT37,201812,jqLcZtIyJim,410.0
odmSZSezPsY,201802,JpOeRsaZHoG,75.0
mRVVnw1KKSL,201409,wgWlZhxXfS5,60.0
Gk6WlfVitbC,201802,kKYdOJ0uRod,40.0
BQeaCpVaUYB,201802,zgh2xKB6gUo,20.0
BQeaCpVaUYB,201805,r7pU4IuyIJF,18.0
d8MsenqQaMv,201901,xpXgPL892GT,120.0
HIfJ6JvWQmQ,201401,lqUH9qJYc2r,199.0
s5PaJNvYa6i,201701,uECirbmK3vj,310.0
byrpD40AkQG,201403,La4FiUTG0Ed,60.0
vOaRpiWvl2K,201603,VkaywIcr0d1,20.0
Gk6WlfVitbC,201804,iSzLcFdtWbX,80.0
BQeaCpVaUYB,201405,ge7aE8co40H,20.0
whXQzFlRT37,201811,YGTBDdMQ9vr,182.0
AMVejJGpKI9,201607,e9NLyDiExlF,20.0
AMVejJGpKI9,201612,SiFad15yKhZ,150.0
mRVVnw1KKSL,201510,yeGUcHoOF0W,60.0
OKXUzudHulV,201705,zqmymbY6VTU,250.0
whXQzFlRT37,201407,kAyEVYlTCtX,150.0
byrpD40AkQG,201609,zqmymbY6VTU,40.0
OKXUzudHulV,201804,XNmQ1GcM53S,123.0
BQeaCpVaUYB,201607,NBZfDf5Rag9,22.0
s5PaJNvYa6i,201402,IKdUHYliWr5,190.0
d8MsenqQaMv,201902,r7pU4IuyIJF,40.0
g2ZhqF3DKMx,201902,UdcrfRV5diV,80.0
kuxcnLoB85c,201604,BwF2JaC8lCL,60.0
kuxcnLoB85c,201709,rKoTTNZLKaN,20.0
BkGKNzv3Vn6,201502,PoAHq41Wjsk,70.0
whXQzFlRT37,201410,tU13hbRnCGc,148.0
d8MsenqQaMv,201502,ge7aE8co40H,20.0
XkemTADiLv4,201812,jLbIZHuRAYh,120.0
Gk6WlfVitbC,201602,uAmB8MLWUbq,80.0
VRD05emEwOF,201702,bArGQMJx5Vs,82.0
mRVVnw1KKSL,201604,wPQb02U3UHx,80.0
OKXUzudHulV,201809,MEAv0YmXK3C,48.0
Gk6WlfVitbC,201702,FX5DGY6VxPS,40.0
HIfJ6JvWQmQ,201711,PoAHq41Wjsk,140.0
OKXUzudHulV,201412,kKYdOJ0uRod,4.0
mRVVnw1KKSL,201511,d23ZMyDAOEE,80.0
BQeaCpVaUYB,201902,zgh2xKB6gUo,10.0
whXQzFlRT37,201404,SiFad15yKhZ,76.0
kuxcnLoB85c,201401,LT6XGXS57II,480.0
d8MsenqQaMv,201404,fS76SN2mDYs,140.0
BQeaCpVaUYB,201801,FX5DGY6VxPS,12.0
odmSZSezPsY,201806,HiSkD51XNEw,20.0
VRD05emEwOF,201808,ZwfQDUAuF1E,32.0
HIfJ6JvWQmQ,201710,Wl8S53qfNST,60.0
HIfJ6JvWQmQ,201803,FVZSGQeGAWy,120.0
AMVejJGpKI9,201709,d23ZMyDAOEE,50.0
d8MsenqQaMv,201704,NBZfDf5Rag9,20.0
whXQzFlRT37,201712,jqLcZtIyJim,230.0
g2ZhqF3DKMx,201603,rKoTTNZLKaN,40.0
kuxcnLoB85c,201705,R6tG0IzAhpv,140.0
d8MsenqQaMv,201803,Wl8S53qfNST,60.0
BkGKNzv3Vn6,201412,HiSkD51XNEw,20.0
HIfJ6JvWQmQ,201611,PoAHq41Wjsk,280.0
oACe0uiAmnT,201701,e9NLyDiExlF,471.0
BQeaCpVaUYB,201408,yeGUcHoOF0W,12.0
VRD05emEwOF,201602,bArGQMJx5Vs,40.0
oACe0uiAmnT,201802,yeGUcHoOF0W,1185.0
oACe0uiAmnT,201805,La4FiUTG0Ed,1546.0
smag5V5gz0s,201706,HiSkD51XNEw,90.0
g2ZhqF3DKMx,201507,oiQrJMqWJQ6,40.0
mRVVnw1KKSL,201406,UdcrfRV5diV,20.0
AMVejJGpKI9,201608,Udaaomim77o,30.0
BkGKNzv3Vn6,201602,PoAHq41Wjsk,42.0
d8MsenqQaMv,201704,PoAHq41Wjsk,80.0
odmSZSezPsY,201402,kfyFrKOKqnz,27.0
d8MsenqQaMv,201604,SKJI5xtKLmd,20.0
HIfJ6JvWQmQ,201703,FVZSGQeGAWy,140.0
OKXUzudHulV,201808,FKvvYL7xV0p,10.0
OKXUzudHulV,201407,xuVsQTby6uM,20.0
g2ZhqF3DKMx,201811,MEAv0YmXK3C,42.0
BQeaCpVaUYB,201602,JWdMKPTg0HL,94.0
odmSZSezPsY,201602,La4FiUTG0Ed,140.0
oACe0uiAmnT,201502,r7pU4IuyIJF,132.0
oACe0uiAmnT,201710,rKoTTNZLKaN,61.0
g2ZhqF3DKMx,201411,NvLvW1v4MWY,40.0
OKXUzudHulV,201612,LbjgDaDXJRa,84.0
mRVVnw1KKSL,201604,ldTs7l4tu6V,80.0
HIfJ6JvWQmQ,201801,BwF2JaC8lCL,120.0
smag5V5gz0s,201704,H7UhEhDlhvD,80.0
oACe0uiAmnT,201406,yeGUcHoOF0W,318.0
XkemTADiLv4,201601,YTgby61ISnd,10.0
OKXUzudHulV,201707,ikFfiR1TblB,181.0
AMVejJGpKI9,201807,ikFfiR1TblB,20.0
odmSZSezPsY,201606,wPQb02U3UHx,60.0
odmSZSezPsY,201409,e9NLyDiExlF,100.0
byrpD40AkQG,201803,ldTs7l4tu6V,50.0
d8MsenqQaMv,201803,zqmymbY6VTU,20.0
iIlheePZjCc,201702,RQiyqxziOzo,60.0
byrpD40AkQG,201805,GVj7FwVVJW5,20.0
BQeaCpVaUYB,201503,jqLcZtIyJim,40.0
HIfJ6JvWQmQ,201611,NBZfDf5Rag9,164.0
iIlheePZjCc,201610,bArGQMJx5Vs,20.0
BQeaCpVaUYB,201410,VI8FnbLBPDD,18.0
iIlheePZjCc,201602,gCRidS1x9ty,240.0
Gk6WlfVitbC,201503,zQdh7P5efBl,20.0
XkemTADiLv4,201512,mrRGRJwEwUm,30.0
Gk6WlfVitbC,201711,wpPJRac8Zpf,60.0
BkGKNzv3Vn6,201709,KysFcG0IQYZ,80.0
Gk6WlfVitbC,201410,PoAHq41Wjsk,80.0
BQeaCpVaUYB,201701,SfTrvW441Q0,70.0
odmSZSezPsY,201801,vmGyHazfngO,70.0
s5PaJNvYa6i,201711,JPl6BiRGUjp,80.0
kuxcnLoB85c,201704,d23ZMyDAOEE,50.0
oACe0uiAmnT,201511,JpOeRsaZHoG,480.0
s5PaJNvYa6i,201410,iE17KE2PvJf,36.0
Gk6WlfVitbC,201808,JPl6BiRGUjp,30.0
VRD05emEwOF,201704,H3BDe6vY03G,32.0
AMVejJGpKI9,201601,zQdh7P5efBl,40.0
VRD05emEwOF,201505,R5DowWkZPmm,18.0
whXQzFlRT37,201702,H7UhEhDlhvD,44.0
vOaRpiWvl2K,201708,q6NwSRm7CoV,485.0
odmSZSezPsY,201611,kfyFrKOKqnz,19.0
byrpD40AkQG,201508,CXAJP0JoCDZ,70.0
OKXUzudHulV,201512,SiFad15yKhZ,513.0
Gk6WlfVitbC,201709,ikFfiR1TblB,10.0
vOaRpiWvl2K,201707,gCRidS1x9ty,50.0
VRD05emEwOF,201512,FKvvYL7xV0p,12.0
kuxcnLoB85c,201611,rKoTTNZLKaN,40.0
Gk6WlfVitbC,201902,JpOeRsaZHoG,30.0
kuxcnLoB85c,201603,Udaaomim77o,20.0
byrpD40AkQG,201501,d23ZMyDAOEE,60.0
s5PaJNvYa6i,201409,SKJI5xtKLmd,35.0
d8MsenqQaMv,201805,ClfJQm3Docv,80.0
g2ZhqF3DKMx,201610,xuVsQTby6uM,40.0
byrpD40AkQG,201604,uAmB8MLWUbq,110.0
XkemTADiLv4,201607,zqmymbY6VTU,70.0
VRD05emEwOF,201705,AcjY7Ic6kUU,14.0
mRVVnw1KKSL,201405,La4FiUTG0Ed,60.0
vOaRpiWvl2K,201812,FKvvYL7xV0p,48.0
whXQzFlRT37,201806,R6tG0IzAhpv,263.0
VRD05emEwOF,201407,gCRidS1x9ty,124.0
VRD05emEwOF,201702,SiFad15yKhZ,342.0
Gk6WlfVitbC,201710,JPl6BiRGUjp,140.0
g2ZhqF3DKMx,201805,QsbKIv43xwM,40.0
kuxcnLoB85c,201810,iSzLcFdtWbX,70.0
s5PaJNvYa6i,201408,lqUH9qJYc2r,20.0
HIfJ6JvWQmQ,201604,mrRGRJwEwUm,60.0
iIlheePZjCc,201512,jLbIZHuRAYh,40.0
whXQzFlRT37,201607,SKJI5xtKLmd,280.0
kuxcnLoB85c,201808,zQdh7P5efBl,25.0
VRD05emEwOF,201812,uAmB8MLWUbq,60.0
byrpD40AkQG,201502,ZwfQDUAuF1E,100.0
odmSZSezPsY,201412,yrxkpEWxooc,20.0
HIfJ6JvWQmQ,201510,q6NwSRm7CoV,40.0
d8MsenqQaMv,201507,cLBvS1WGEQF,20.0
BQeaCpVaUYB,201509,uECirbmK3vj,50.0
whXQzFlRT37,201408,yrxkpEWxooc,60.0
BQeaCpVaUYB,201508,VI8FnbLBPDD,40.0
BkGKNzv3Vn6,201809,RyzLT9D4nQ6,15.0
VRD05emEwOF,201710,cLBvS1WGEQF,62.0
HIfJ6JvWQmQ,201402,NBZfDf5Rag9,20.0
XkemTADiLv4,201609,ClfJQm3Docv,100.0
s5PaJNvYa6i,201707,MQ4km4gi9bz,30.0
HIfJ6JvWQmQ,201501,Wl8S53qfNST,20.0
d8MsenqQaMv,201512,JWdMKPTg0HL,60.0
odmSZSezPsY,201804,H7UhEhDlhvD,20.0
s5PaJNvYa6i,201712,wpPJRac8Zpf,60.0
odmSZSezPsY,201406,YTgby61ISnd,40.0
oACe0uiAmnT,201808,rKoTTNZLKaN,16.0
AMVejJGpKI9,201705,iE17KE2PvJf,80.0
HIfJ6JvWQmQ,201601,zqmymbY6VTU,85.0
smag5V5gz0s,201607,QsbKIv43xwM,10.0
BkGKNzv3Vn6,201702,FSrkhOVFdOk,30.0
g2ZhqF3DKMx,201406,iSzLcFdtWbX,8.0
oACe0uiAmnT,201404,FSrkhOVFdOk,222.0
oACe0uiAmnT,201411,kKYdOJ0uRod,329.0
odmSZSezPsY,201707,CXAJP0JoCDZ,160.0
d8MsenqQaMv,201812,q6NwSRm7CoV,60.0
iIlheePZjCc,201504,kAyEVYlTCtX,20.0
d8MsenqQaMv,201606,uECirbmK3vj,60.0
whXQzFlRT37,201508,tU13hbRnCGc,106.0
AMVejJGpKI9,201606,SKJI5xtKLmd,30.0
BQeaCpVaUYB,201704,rKoTTNZLKaN,14.0
s5PaJNvYa6i,201611,IKdUHYliWr5,170.0
kuxcnLoB85c,201902,PoAHq41Wjsk,100.0
