Data,Period,Organisation unit,Value
pMbuvKvH4rg,201509,dU7dDBWWWDi,232.0
KNrK5VWTZkx,201609,tS66Amr7xbP,204.0
pMbuvKvH4rg,201603,dU7dDBWWWDi,232.0
KNrK5VWTZkx,201501,FX5DGY6VxPS,637.0
bPQDV3mud0v,201604,Wl8S53qfNST,2201.0
bPQDV3mud0v,201608,Wl8S53qfNST,2201.0
pMbuvKvH4rg,201610,ClfJQm3Docv,508.0
pMbuvKvH4rg,201604,xuVsQTby6uM,116.0
pMbuvKvH4rg,201608,xuVsQTby6uM,116.0
JOnT3OiMd5o,201602,VI8FnbLBPDD,84.0
KNrK5VWTZkx,201505,FX5DGY6VxPS,637.0
KNrK5VWTZkx,201608,AcjY7Ic6kUU,265.0
pMbuvKvH4rg,201610,rKoTTNZLKaN,67.0
KNrK5VWTZkx,201509,FX5DGY6VxPS,637.0
JOnT3OiMd5o,201608,JpOeRsaZHoG,285.0
KNrK5VWTZkx,201604,AcjY7Ic6kUU,265.0
bPQDV3mud0v,201607,FVZSGQeGAWy,1356.0
pMbuvKvH4rg,201607,uAmB8MLWUbq,423.0
JOnT3OiMd5o,201611,VkaywIcr0d1,51.0
KNrK5VWTZkx,201511,dU7dDBWWWDi,1209.0
JOnT3OiMd5o,201605,yrxkpEWxooc,95.0
JOnT3OiMd5o,201604,JpOeRsaZHoG,285.0
pMbuvKvH4rg,201603,uAmB8MLWUbq,423.0
bPQDV3mud0v,201610,MQ4km4gi9bz,540.0
pMbuvKvH4rg,201611,xuVsQTby6uM,116.0
bPQDV3mud0v,201603,FVZSGQeGAWy,1356.0
bPQDV3mud0v,201601,JPl6BiRGUjp,3918.0
JOnT3OiMd5o,201601,yrxkpEWxooc,95.0
JOnT3OiMd5o,201607,SfTrvW441Q0,331.0
pMbuvKvH4rg,201607,rKoTTNZLKaN,67.0
bPQDV3mud0v,201610,FVZSGQeGAWy,1356.0
bPQDV3mud0v,201605,JPl6BiRGUjp,3918.0
JOnT3OiMd5o,201603,SfTrvW441Q0,331.0
bPQDV3mud0v,201609,JPl6BiRGUjp,3918.0
KNrK5VWTZkx,201612,tS66Amr7xbP,204.0
JOnT3OiMd5o,201609,yrxkpEWxooc,95.0
pMbuvKvH4rg,201603,rKoTTNZLKaN,67.0
bPQDV3mud0v,201511,FX5DGY6VxPS,1178.0
pMbuvKvH4rg,201509,uAmB8MLWUbq,423.0
bPQDV3mud0v,201607,jqLcZtIyJim,1169.0
bPQDV3mud0v,201603,JWdMKPTg0HL,4629.0
pMbuvKvH4rg,201610,UdcrfRV5diV,254.0
pMbuvKvH4rg,201505,uAmB8MLWUbq,423.0
bPQDV3mud0v,201603,jqLcZtIyJim,1169.0
pMbuvKvH4rg,201603,SKJI5xtKLmd,69.0
KNrK5VWTZkx,201606,JPl6BiRGUjp,2119.0
pMbuvKvH4rg,201501,uAmB8MLWUbq,423.0
JOnT3OiMd5o,201507,dU7dDBWWWDi,245.0
pMbuvKvH4rg,201607,SKJI5xtKLmd,69.0
bPQDV3mud0v,201607,JWdMKPTg0HL,4629.0
pMbuvKvH4rg,201512,tU13hbRnCGc,39.0
JOnT3OiMd5o,201610,YTgby61ISnd,126.0
KNrK5VWTZkx,201606,yrxkpEWxooc,468.0
bPQDV3mud0v,201502,Wl8S53qfNST,2201.0
bPQDV3mud0v,201506,Wl8S53qfNST,2201.0
KNrK5VWTZkx,201606,kKYdOJ0uRod,1323.0
bPQDV3mud0v,201606,FX5DGY6VxPS,1204.0
KNrK5VWTZkx,201608,YTgby61ISnd,620.0
KNrK5VWTZkx,201602,kKYdOJ0uRod,1323.0
pMbuvKvH4rg,201603,UdcrfRV5diV,254.0
JOnT3OiMd5o,201612,QsbKIv43xwM,143.0
JOnT3OiMd5o,201612,yrxkpEWxooc,95.0
KNrK5VWTZkx,201604,YTgby61ISnd,620.0
KNrK5VWTZkx,201602,JPl6BiRGUjp,2119.0
bPQDV3mud0v,201405,uAmB8MLWUbq,3941.0
pMbuvKvH4rg,201610,SKJI5xtKLmd,69.0
KNrK5VWTZkx,201512,FX5DGY6VxPS,637.0
JOnT3OiMd5o,201612,MEAv0YmXK3C,41.0
pMbuvKvH4rg,201509,tU13hbRnCGc,39.0
KNrK5VWTZkx,201611,YTgby61ISnd,620.0
KNrK5VWTZkx,201508,dU7dDBWWWDi,1209.0
JOnT3OiMd5o,201603,AcjY7Ic6kUU,54.0
bPQDV3mud0v,201609,mrRGRJwEwUm,374.0
bPQDV3mud0v,201601,mrRGRJwEwUm,374.0
pMbuvKvH4rg,201512,uAmB8MLWUbq,423.0
bPQDV3mud0v,201602,FX5DGY6VxPS,1204.0
pMbuvKvH4rg,201501,tU13hbRnCGc,39.0
pMbuvKvH4rg,201505,tU13hbRnCGc,39.0
bPQDV3mud0v,201409,uAmB8MLWUbq,3941.0
JOnT3OiMd5o,201604,VkaywIcr0d1,51.0
KNrK5VWTZkx,201511,SKJI5xtKLmd,409.0
KNrK5VWTZkx,201504,dU7dDBWWWDi,1209.0
bPQDV3mud0v,201605,mrRGRJwEwUm,374.0
JOnT3OiMd5o,201607,AcjY7Ic6kUU,54.0
JOnT3OiMd5o,201607,R6tG0IzAhpv,319.0
JOnT3OiMd5o,201602,xuVsQTby6uM,122.0
JOnT3OiMd5o,201510,dU7dDBWWWDi,245.0
pMbuvKvH4rg,201606,tS66Amr7xbP,39.0
pMbuvKvH4rg,201608,fS76SN2mDYs,564.0
JOnT3OiMd5o,201603,R6tG0IzAhpv,319.0
JOnT3OiMd5o,201606,xuVsQTby6uM,122.0
pMbuvKvH4rg,201602,tS66Amr7xbP,39.0
JOnT3OiMd5o,201608,VkaywIcr0d1,51.0
bPQDV3mud0v,201503,SKJI5xtKLmd,755.0
pMbuvKvH4rg,201604,fS76SN2mDYs,564.0
bPQDV3mud0v,201401,uAmB8MLWUbq,3941.0
bPQDV3mud0v,201507,SKJI5xtKLmd,755.0
KNrK5VWTZkx,201606,tU13hbRnCGc,260.0
JOnT3OiMd5o,201601,MEAv0YmXK3C,41.0
bPQDV3mud0v,201609,uAmB8MLWUbq,4069.0
KNrK5VWTZkx,201402,uAmB8MLWUbq,2131.0
bPQDV3mud0v,201602,r7pU4IuyIJF,638.0
JOnT3OiMd5o,201605,uAmB8MLWUbq,446.0
bPQDV3mud0v,201605,kKYdOJ0uRod,2447.0
KNrK5VWTZkx,201602,tU13hbRnCGc,260.0
bPQDV3mud0v,201510,SKJI5xtKLmd,755.0
KNrK5VWTZkx,201610,fS76SN2mDYs,2932.0
JOnT3OiMd5o,201605,MEAv0YmXK3C,41.0
bPQDV3mud0v,201606,r7pU4IuyIJF,638.0
JOnT3OiMd5o,201601,uAmB8MLWUbq,446.0
bPQDV3mud0v,201609,kKYdOJ0uRod,2447.0
KNrK5VWTZkx,201603,xuVsQTby6uM,604.0
bPQDV3mud0v,201601,uAmB8MLWUbq,4069.0
bPQDV3mud0v,201612,uAmB8MLWUbq,4069.0
KNrK5VWTZkx,201610,jLbIZHuRAYh,1100.0
bPQDV3mud0v,201605,uAmB8MLWUbq,4069.0
bPQDV3mud0v,201601,kKYdOJ0uRod,2447.0
JOnT3OiMd5o,201609,tU13hbRnCGc,53.0
KNrK5VWTZkx,201602,uAmB8MLWUbq,2200.0
JOnT3OiMd5o,201605,tU13hbRnCGc,53.0
bPQDV3mud0v,201609,tU13hbRnCGc,481.0
pMbuvKvH4rg,201607,yrxkpEWxooc,90.0
JOnT3OiMd5o,201603,YTgby61ISnd,126.0
JOnT3OiMd5o,201610,R6tG0IzAhpv,319.0
JOnT3OiMd5o,201601,tU13hbRnCGc,53.0
KNrK5VWTZkx,201607,xuVsQTby6uM,604.0
pMbuvKvH4rg,201607,UdcrfRV5diV,254.0
pMbuvKvH4rg,201603,yrxkpEWxooc,90.0
pMbuvKvH4rg,201506,FX5DGY6VxPS,122.0
JOnT3OiMd5o,201503,dU7dDBWWWDi,245.0
bPQDV3mud0v,201601,tU13hbRnCGc,481.0
KNrK5VWTZkx,201504,SKJI5xtKLmd,409.0
pMbuvKvH4rg,201610,dU7dDBWWWDi,232.0
bPQDV3mud0v,201605,tU13hbRnCGc,481.0
bPQDV3mud0v,201610,jqLcZtIyJim,1169.0
JOnT3OiMd5o,201609,MEAv0YmXK3C,41.0
KNrK5VWTZkx,201406,uAmB8MLWUbq,2131.0
pMbuvKvH4rg,201502,FX5DGY6VxPS,122.0
bPQDV3mud0v,201412,uAmB8MLWUbq,3941.0
KNrK5VWTZkx,201607,gCRidS1x9ty,2673.0
KNrK5VWTZkx,201508,SKJI5xtKLmd,409.0
JOnT3OiMd5o,201609,uAmB8MLWUbq,446.0
JOnT3OiMd5o,201607,YTgby61ISnd,126.0
KNrK5VWTZkx,201610,VI8FnbLBPDD,415.0
JOnT3OiMd5o,201604,XNmQ1GcM53S,153.0
JOnT3OiMd5o,201602,fS76SN2mDYs,594.0
bPQDV3mud0v,201610,YTgby61ISnd,1146.0
KNrK5VWTZkx,201612,JpOeRsaZHoG,1405.0
KNrK5VWTZkx,201603,RyzLT9D4nQ6,122.0
bPQDV3mud0v,201608,wPQb02U3UHx,1807.0
JOnT3OiMd5o,201611,tS66Amr7xbP,41.0
JOnT3OiMd5o,201606,IKdUHYliWr5,864.0
bPQDV3mud0v,201512,q6NwSRm7CoV,3074.0
KNrK5VWTZkx,201603,gCRidS1x9ty,2673.0
JOnT3OiMd5o,201507,uAmB8MLWUbq,446.0
JOnT3OiMd5o,201604,oiQrJMqWJQ6,210.0
pMbuvKvH4rg,201612,xpXgPL892GT,239.0
pMbuvKvH4rg,201610,kKYdOJ0uRod,254.0
pMbuvKvH4rg,201606,zi9hv7KzZVp,127.0
KNrK5VWTZkx,201604,FVZSGQeGAWy,733.0
KNrK5VWTZkx,201503,Wl8S53qfNST,1190.0
KNrK5VWTZkx,201603,r7pU4IuyIJF,345.0
KNrK5VWTZkx,201609,JpOeRsaZHoG,1405.0
pMbuvKvH4rg,201604,jLbIZHuRAYh,211.0
JOnT3OiMd5o,201602,FX5DGY6VxPS,132.0
JOnT3OiMd5o,201609,vmGyHazfngO,124.0
JOnT3OiMd5o,201510,uAmB8MLWUbq,446.0
JOnT3OiMd5o,201605,SKJI5xtKLmd,73.0
KNrK5VWTZkx,201603,VI8FnbLBPDD,415.0
JOnT3OiMd5o,201504,zQdh7P5efBl,57.0
bPQDV3mud0v,201609,d23ZMyDAOEE,3238.0
bPQDV3mud0v,201604,zqmymbY6VTU,1618.0
pMbuvKvH4rg,201612,R6tG0IzAhpv,302.0
bPQDV3mud0v,201605,SiFad15yKhZ,10880.0
bPQDV3mud0v,201607,AcjY7Ic6kUU,490.0
JOnT3OiMd5o,201605,UdcrfRV5diV,268.0
JOnT3OiMd5o,201405,uAmB8MLWUbq,432.0
pMbuvKvH4rg,201603,JPl6BiRGUjp,407.0
JOnT3OiMd5o,201611,XNmQ1GcM53S,153.0
KNrK5VWTZkx,201601,JpOeRsaZHoG,1405.0
bPQDV3mud0v,201611,wPQb02U3UHx,1807.0
pMbuvKvH4rg,201605,xpXgPL892GT,239.0
KNrK5VWTZkx,201505,VI8FnbLBPDD,475.0
JOnT3OiMd5o,201602,ldTs7l4tu6V,347.0
pMbuvKvH4rg,201607,kKYdOJ0uRod,254.0
KNrK5VWTZkx,201604,JWdMKPTg0HL,2503.0
JOnT3OiMd5o,201503,BwF2JaC8lCL,205.0
pMbuvKvH4rg,201502,ldTs7l4tu6V,321.0
JOnT3OiMd5o,201503,SKJI5xtKLmd,83.0
bPQDV3mud0v,201601,d23ZMyDAOEE,3238.0
KNrK5VWTZkx,201610,gCRidS1x9ty,2673.0
JOnT3OiMd5o,201612,uAmB8MLWUbq,446.0
bPQDV3mud0v,201606,BwF2JaC8lCL,1868.0
JOnT3OiMd5o,201612,vmGyHazfngO,124.0
pMbuvKvH4rg,201512,SKJI5xtKLmd,78.0
JOnT3OiMd5o,201405,CXAJP0JoCDZ,318.0
bPQDV3mud0v,201612,dU7dDBWWWDi,2235.0
bPQDV3mud0v,201602,CXAJP0JoCDZ,3069.0
bPQDV3mud0v,201612,ClfJQm3Docv,4894.0
bPQDV3mud0v,201504,CXAJP0JoCDZ,3069.0
JOnT3OiMd5o,201511,FX5DGY6VxPS,129.0
KNrK5VWTZkx,201602,mrRGRJwEwUm,202.0
KNrK5VWTZkx,201606,e9NLyDiExlF,770.0
JOnT3OiMd5o,201612,BwF2JaC8lCL,205.0
KNrK5VWTZkx,201604,MQ4km4gi9bz,292.0
bPQDV3mud0v,201605,iE17KE2PvJf,1032.0
pMbuvKvH4rg,201509,SKJI5xtKLmd,78.0
JOnT3OiMd5o,201507,CXAJP0JoCDZ,337.0
bPQDV3mud0v,201610,AcjY7Ic6kUU,490.0
bPQDV3mud0v,201601,yrxkpEWxooc,866.0
bPQDV3mud0v,201612,e9NLyDiExlF,1423.0
KNrK5VWTZkx,201610,FKvvYL7xV0p,529.0
bPQDV3mud0v,201606,xuVsQTby6uM,1117.0
KNrK5VWTZkx,201605,VkaywIcr0d1,251.0
bPQDV3mud0v,201609,yrxkpEWxooc,866.0
pMbuvKvH4rg,201604,VI8FnbLBPDD,80.0
JOnT3OiMd5o,201602,zQdh7P5efBl,57.0
bPQDV3mud0v,201602,ZwfQDUAuF1E,1327.0
pMbuvKvH4rg,201606,JpOeRsaZHoG,270.0
pMbuvKvH4rg,201602,Wl8S53qfNST,229.0
pMbuvKvH4rg,201603,MEAv0YmXK3C,39.0
JOnT3OiMd5o,201605,QsbKIv43xwM,143.0
bPQDV3mud0v,201508,BwF2JaC8lCL,1868.0
JOnT3OiMd5o,201508,FX5DGY6VxPS,129.0
JOnT3OiMd5o,201611,iE17KE2PvJf,113.0
bPQDV3mud0v,201603,q6NwSRm7CoV,3118.0
KNrK5VWTZkx,201603,jLbIZHuRAYh,1100.0
pMbuvKvH4rg,201601,R6tG0IzAhpv,302.0
JOnT3OiMd5o,201510,CXAJP0JoCDZ,337.0
bPQDV3mud0v,201509,q6NwSRm7CoV,3074.0
JOnT3OiMd5o,201611,SiFad15yKhZ,1193.0
JOnT3OiMd5o,201604,LbjgDaDXJRa,81.0
bPQDV3mud0v,201605,Udaaomim77o,729.0
pMbuvKvH4rg,201610,vmGyHazfngO,117.0
bPQDV3mud0v,201612,yrxkpEWxooc,866.0
bPQDV3mud0v,201501,q6NwSRm7CoV,3074.0
pMbuvKvH4rg,201611,fS76SN2mDYs,564.0
JOnT3OiMd5o,201601,ClfJQm3Docv,537.0
pMbuvKvH4rg,201609,R6tG0IzAhpv,302.0
bPQDV3mud0v,201609,ClfJQm3Docv,4894.0
JOnT3OiMd5o,201601,vmGyHazfngO,124.0
pMbuvKvH4rg,201501,SKJI5xtKLmd,78.0
bPQDV3mud0v,201603,SfTrvW441Q0,3019.0
KNrK5VWTZkx,201611,xpXgPL892GT,1242.0
pMbuvKvH4rg,201403,uAmB8MLWUbq,409.0
pMbuvKvH4rg,201604,gCRidS1x9ty,514.0
bPQDV3mud0v,201601,ClfJQm3Docv,4894.0
JOnT3OiMd5o,201604,zi9hv7KzZVp,134.0
JOnT3OiMd5o,201610,AcjY7Ic6kUU,54.0
JOnT3OiMd5o,201605,JPl6BiRGUjp,430.0
pMbuvKvH4rg,201606,oiQrJMqWJQ6,199.0
pMbuvKvH4rg,201502,VI8FnbLBPDD,91.0
KNrK5VWTZkx,201608,SfTrvW441Q0,1632.0
KNrK5VWTZkx,201608,NvLvW1v4MWY,1384.0
bPQDV3mud0v,201501,zQdh7P5efBl,516.0
bPQDV3mud0v,201509,zQdh7P5efBl,516.0
bPQDV3mud0v,201602,fS76SN2mDYs,5423.0
pMbuvKvH4rg,201604,FX5DGY6VxPS,125.0
KNrK5VWTZkx,201608,xpXgPL892GT,1242.0
bPQDV3mud0v,201510,uAmB8MLWUbq,4069.0
pMbuvKvH4rg,201602,XNmQ1GcM53S,145.0
JOnT3OiMd5o,201603,wPQb02U3UHx,198.0
bPQDV3mud0v,201605,SKJI5xtKLmd,665.0
bPQDV3mud0v,201611,tS66Amr7xbP,376.0
KNrK5VWTZkx,201609,zi9hv7KzZVp,659.0
bPQDV3mud0v,201511,VI8FnbLBPDD,878.0
KNrK5VWTZkx,201610,ZwfQDUAuF1E,717.0
bPQDV3mud0v,201511,BwF2JaC8lCL,1868.0
pMbuvKvH4rg,201506,zQdh7P5efBl,54.0
KNrK5VWTZkx,201505,ldTs7l4tu6V,1673.0
bPQDV3mud0v,201602,FKvvYL7xV0p,979.0
pMbuvKvH4rg,201611,r7pU4IuyIJF,66.0
JOnT3OiMd5o,201511,ldTs7l4tu6V,339.0
pMbuvKvH4rg,201601,JWdMKPTg0HL,481.0
bPQDV3mud0v,201507,uAmB8MLWUbq,4069.0
KNrK5VWTZkx,201607,ZwfQDUAuF1E,717.0
bPQDV3mud0v,201508,VI8FnbLBPDD,878.0
pMbuvKvH4rg,201612,FVZSGQeGAWy,141.0
JOnT3OiMd5o,201605,CXAJP0JoCDZ,337.0
KNrK5VWTZkx,201601,zi9hv7KzZVp,659.0
KNrK5VWTZkx,201602,Udaaomim77o,394.0
pMbuvKvH4rg,201505,BwF2JaC8lCL,194.0
bPQDV3mud0v,201609,e9NLyDiExlF,1423.0
JOnT3OiMd5o,201612,dU7dDBWWWDi,245.0
pMbuvKvH4rg,201609,FVZSGQeGAWy,141.0
JOnT3OiMd5o,201504,q6NwSRm7CoV,337.0
JOnT3OiMd5o,201601,BwF2JaC8lCL,205.0
bPQDV3mud0v,201610,JWdMKPTg0HL,4629.0
bPQDV3mud0v,201607,ldTs7l4tu6V,3164.0
JOnT3OiMd5o,201609,ClfJQm3Docv,537.0
bPQDV3mud0v,201605,UdcrfRV5diV,2447.0
JOnT3OiMd5o,201603,xpXgPL892GT,252.0
KNrK5VWTZkx,201611,NvLvW1v4MWY,1384.0
JOnT3OiMd5o,201609,BwF2JaC8lCL,205.0
JOnT3OiMd5o,201607,MQ4km4gi9bz,61.0
JOnT3OiMd5o,201610,zqmymbY6VTU,177.0
bPQDV3mud0v,201508,FX5DGY6VxPS,1178.0
pMbuvKvH4rg,201512,CXAJP0JoCDZ,319.0
bPQDV3mud0v,201601,oiQrJMqWJQ6,1914.0
bPQDV3mud0v,201609,oiQrJMqWJQ6,1914.0
JOnT3OiMd5o,201508,ldTs7l4tu6V,339.0
pMbuvKvH4rg,201609,JWdMKPTg0HL,481.0
JOnT3OiMd5o,201608,SiFad15yKhZ,1193.0
KNrK5VWTZkx,201606,dU7dDBWWWDi,1209.0
bPQDV3mud0v,201605,rKoTTNZLKaN,649.0
pMbuvKvH4rg,201610,tU13hbRnCGc,50.0
JOnT3OiMd5o,201601,dU7dDBWWWDi,245.0
JOnT3OiMd5o,201608,iE17KE2PvJf,113.0
bPQDV3mud0v,201609,dU7dDBWWWDi,2235.0
KNrK5VWTZkx,201512,zQdh7P5efBl,279.0
KNrK5VWTZkx,201606,ClfJQm3Docv,2646.0
pMbuvKvH4rg,201612,AcjY7Ic6kUU,51.0
bPQDV3mud0v,201503,tU13hbRnCGc,377.0
KNrK5VWTZkx,201607,FKvvYL7xV0p,529.0
JOnT3OiMd5o,201608,Wl8S53qfNST,241.0
JOnT3OiMd5o,201612,ClfJQm3Docv,537.0
KNrK5VWTZkx,201608,q6NwSRm7CoV,1686.0
pMbuvKvH4rg,201602,VkaywIcr0d1,48.0
bPQDV3mud0v,201603,NvLvW1v4MWY,2560.0
JOnT3OiMd5o,201609,dU7dDBWWWDi,245.0
pMbuvKvH4rg,201604,ldTs7l4tu6V,329.0
pMbuvKvH4rg,201601,FVZSGQeGAWy,141.0
pMbuvKvH4rg,201610,mrRGRJwEwUm,39.0
bPQDV3mud0v,201611,Wl8S53qfNST,2201.0
bPQDV3mud0v,201606,RyzLT9D4nQ6,226.0
bPQDV3mud0v,201610,ldTs7l4tu6V,3164.0
pMbuvKvH4rg,201604,ZwfQDUAuF1E,138.0
KNrK5VWTZkx,201612,zi9hv7KzZVp,659.0
JOnT3OiMd5o,201606,RyzLT9D4nQ6,25.0
JOnT3OiMd5o,201611,Wl8S53qfNST,241.0
bPQDV3mud0v,201601,zi9hv7KzZVp,1219.0
bPQDV3mud0v,201512,zQdh7P5efBl,516.0
JOnT3OiMd5o,201603,NvLvW1v4MWY,281.0
KNrK5VWTZkx,201605,Wl8S53qfNST,1190.0
pMbuvKvH4rg,201608,r7pU4IuyIJF,66.0
pMbuvKvH4rg,201601,AcjY7Ic6kUU,51.0
JOnT3OiMd5o,201608,tS66Amr7xbP,41.0
KNrK5VWTZkx,201611,q6NwSRm7CoV,1686.0
KNrK5VWTZkx,201611,SfTrvW441Q0,1632.0
bPQDV3mud0v,201609,zi9hv7KzZVp,1219.0
bPQDV3mud0v,201603,xpXgPL892GT,2296.0
bPQDV3mud0v,201601,e9NLyDiExlF,1423.0
KNrK5VWTZkx,201501,CXAJP0JoCDZ,1660.0
pMbuvKvH4rg,201609,AcjY7Ic6kUU,51.0
KNrK5VWTZkx,201504,uAmB8MLWUbq,2200.0
KNrK5VWTZkx,201602,rKoTTNZLKaN,351.0
pMbuvKvH4rg,201607,mrRGRJwEwUm,39.0
pMbuvKvH4rg,201501,CXAJP0JoCDZ,319.0
bPQDV3mud0v,201612,oiQrJMqWJQ6,1914.0
JOnT3OiMd5o,201503,tU13hbRnCGc,41.0
KNrK5VWTZkx,201602,SKJI5xtKLmd,360.0
bPQDV3mud0v,201601,dU7dDBWWWDi,2235.0
pMbuvKvH4rg,201509,CXAJP0JoCDZ,319.0
bPQDV3mud0v,201608,tS66Amr7xbP,376.0
JOnT3OiMd5o,201607,zqmymbY6VTU,177.0
KNrK5VWTZkx,201509,CXAJP0JoCDZ,1660.0
KNrK5VWTZkx,201509,BwF2JaC8lCL,1010.0
KNrK5VWTZkx,201602,LbjgDaDXJRa,400.0
KNrK5VWTZkx,201601,LbjgDaDXJRa,400.0
pMbuvKvH4rg,201610,ZwfQDUAuF1E,138.0
pMbuvKvH4rg,201510,q6NwSRm7CoV,319.0
KNrK5VWTZkx,201605,LbjgDaDXJRa,400.0
KNrK5VWTZkx,201512,CXAJP0JoCDZ,1660.0
pMbuvKvH4rg,201607,Udaaomim77o,76.0
pMbuvKvH4rg,201609,zqmymbY6VTU,168.0
pMbuvKvH4rg,201606,d23ZMyDAOEE,336.0
pMbuvKvH4rg,201603,d23ZMyDAOEE,336.0
pMbuvKvH4rg,201607,d23ZMyDAOEE,336.0
pMbuvKvH4rg,201607,SiFad15yKhZ,1130.0
pMbuvKvH4rg,201602,Udaaomim77o,76.0
pMbuvKvH4rg,201606,zqmymbY6VTU,168.0
KNrK5VWTZkx,201604,zQdh7P5efBl,279.0
KNrK5VWTZkx,201403,CXAJP0JoCDZ,1567.0
KNrK5VWTZkx,201402,CXAJP0JoCDZ,1567.0
JOnT3OiMd5o,201607,jqLcZtIyJim,128.0
KNrK5VWTZkx,201607,zQdh7P5efBl,279.0
bPQDV3mud0v,201611,zi9hv7KzZVp,1219.0
KNrK5VWTZkx,201608,zQdh7P5efBl,279.0
KNrK5VWTZkx,201606,iE17KE2PvJf,558.0
KNrK5VWTZkx,201605,iE17KE2PvJf,558.0
JOnT3OiMd5o,201604,e9NLyDiExlF,156.0
bPQDV3mud0v,201611,R6tG0IzAhpv,2911.0
KNrK5VWTZkx,201609,iE17KE2PvJf,558.0
JOnT3OiMd5o,201610,JWdMKPTg0HL,508.0
JOnT3OiMd5o,201609,e9NLyDiExlF,156.0
pMbuvKvH4rg,201608,ZwfQDUAuF1E,138.0
KNrK5VWTZkx,201612,LbjgDaDXJRa,400.0
pMbuvKvH4rg,201502,q6NwSRm7CoV,319.0
pMbuvKvH4rg,201609,wPQb02U3UHx,188.0
KNrK5VWTZkx,201602,iE17KE2PvJf,558.0
JOnT3OiMd5o,201609,mrRGRJwEwUm,41.0
bPQDV3mud0v,201601,QsbKIv43xwM,1307.0
JOnT3OiMd5o,201607,q6NwSRm7CoV,342.0
pMbuvKvH4rg,201602,wPQb02U3UHx,188.0
KNrK5VWTZkx,201602,vmGyHazfngO,611.0
JOnT3OiMd5o,201605,r7pU4IuyIJF,70.0
JOnT3OiMd5o,201609,r7pU4IuyIJF,70.0
KNrK5VWTZkx,201612,oiQrJMqWJQ6,1035.0
pMbuvKvH4rg,201605,wPQb02U3UHx,188.0
pMbuvKvH4rg,201606,wPQb02U3UHx,188.0
JOnT3OiMd5o,201606,r7pU4IuyIJF,70.0
